CodigoFactura,TipoFactura,Sucursal,Cliente,Producto,Precio,Cantidad,FechaHora,MedioPago,Empleado,DetallesPago
357-66-3108,C,RM2,25288069,Chocolate extrafino negro Hacendado con pepitas de cacao tostadas,0.9,3,2023-10-22 03:30:48,Billetera Electronica,4085,9f93455f19f1add85de54f4c3629126e58d1da1716a9f483cb78ce81d6d756c7
972-22-7063,B,RM1,30443711,Coloración permanente sin amoníaco Garnier 8.0 rubio claro,6.35,1,2024-11-30 11:05:29,Billetera Electronica,1693,e5a803a9e624c90516b72664bffefcfa015ddcf816f9f0bb2aff0a362a741048
972-22-7063,B,RM1,30443711,Burger de vacuno y cerdo gruesas,2.6,7,2024-11-30 11:05:29,Billetera Electronica,1693,e5a803a9e624c90516b72664bffefcfa015ddcf816f9f0bb2aff0a362a741048
972-22-7063,B,RM1,30443711,Coco rallado Hacendado,0.72,7,2024-11-30 11:05:29,Billetera Electronica,1693,e5a803a9e624c90516b72664bffefcfa015ddcf816f9f0bb2aff0a362a741048
972-22-7063,B,RM1,30443711,Compresa con alas noche plegada Deliplus Classic,1.1,9,2024-11-30 11:05:29,Billetera Electronica,1693,e5a803a9e624c90516b72664bffefcfa015ddcf816f9f0bb2aff0a362a741048
115-29-7864,A,CP1,33857750,Braguita incontinencia talla L Tena lady pants,5.7,2,2024-02-25 17:13:16,Efectivo,4148,
115-29-7864,A,CP1,33857750,Pechuga de pollo Hacendado al corte,1.6,5,2024-02-25 17:13:16,Efectivo,4148,
115-29-7864,A,CP1,33857750,Chicle hierbabuena lámina Hacendado,1.2,7,2024-02-25 17:13:16,Efectivo,4148,
943-29-5652,C,CP2,40525766,Chocolate con leche Hacendado classic,0.65,6,2023-10-18 14:05:23,Billetera Electronica,6024,1440436d1abacef4b2477a3c559ce0e32538d9e6fe2a231ee743170c34c961d4
362-72-3275,C,LD1,46522291,Chupete látex anatómico +0 a 6 meses Deliplus,2.0,4,2024-03-22 11:08:55,Tarjeta de credito,3048,4962-1384-0110-746
362-72-3275,C,LD1,46522291,Callos preparados de ternera Rogusa,2.95,6,2024-03-22 11:08:55,Tarjeta de credito,3048,4962-1384-0110-746
362-72-3275,C,LD1,46522291,Queso de cabra semicurado Montesinos,4.16,2,2024-03-22 11:08:55,Tarjeta de credito,3048,4962-1384-0110-746
767-81-2098,A,MD1,30443711,Pepinillos agridulces Hacendado en vinagre,1.43,2,2024-11-28 22:43:00,Efectivo,4142,
767-81-2098,A,MD1,30443711,Gel corporal efecto bronceado inmediato Solcare,7.5,10,2024-11-28 22:43:00,Efectivo,4142,
767-81-2098,A,MD1,30443711,Protectores para los oídos de cera Doctor San para el agua,1.33,2,2024-11-28 22:43:00,Efectivo,4142,
767-81-2098,A,MD1,30443711,Cerveza doble malta 1897,3.36,4,2024-11-28 22:43:00,Efectivo,4142,
767-81-2098,A,MD1,30443711,Mousse fijador cabello rizado Deliplus fijación 2,2.7,9,2024-11-28 22:43:00,Efectivo,4142,
921-85-2494,B,SJ2,39680674,Floretas de brócoli para micro,1.2,6,2023-07-24 21:27:53,Billetera Electronica,4940,ad2fbd73c8f2646cb13fb949a6d16e163afe1ef5ab6989fb4d603432ffafd9a0
921-85-2494,B,SJ2,39680674,Laca cabello extra brillo todo tipo de cabello Deliplus fijación 3,2.3,2,2023-07-24 21:27:53,Billetera Electronica,4940,ad2fbd73c8f2646cb13fb949a6d16e163afe1ef5ab6989fb4d603432ffafd9a0
921-85-2494,B,SJ2,39680674,"Comida perro sénior light Supreme Compy con pollo, cebada y arroz",4.15,2,2023-07-24 21:27:53,Billetera Electronica,4940,ad2fbd73c8f2646cb13fb949a6d16e163afe1ef5ab6989fb4d603432ffafd9a0
921-85-2494,B,SJ2,39680674,Limpiahogar aloe vera Bosque Verde concentrado,1.98,10,2023-07-24 21:27:53,Billetera Electronica,4940,ad2fbd73c8f2646cb13fb949a6d16e163afe1ef5ab6989fb4d603432ffafd9a0
447-96-5123,A,SJ2,35357158,Pinza cabello metal Deliplus,2.15,4,2023-07-09 08:10:56,Efectivo,7300,
447-96-5123,A,SJ2,35357158,Pimiento rojo y verde Hacendado ultracongelado,0.94,7,2023-07-09 08:10:56,Efectivo,7300,
447-96-5123,A,SJ2,35357158,Empanadillas de atún Hacendado ultracongeladas,1.6,2,2023-07-09 08:10:56,Efectivo,7300,
447-96-5123,A,SJ2,35357158,Crema facial reaffirmant Luxe caviar Deliplus,5.0,9,2023-07-09 08:10:56,Efectivo,7300,
436-89-4999,B,SJ1,0,Helado de chocolate Hacendado,2.25,10,2023-08-20 20:42:44,Billetera Electronica,4674,8ada5f5e56fffd124c27dde44c548cb9404ff5349e96016972e90653b9db5cc6
436-89-4999,B,SJ1,0,Vela de cumpleaños 1 Hacendado,0.75,9,2023-08-20 20:42:44,Billetera Electronica,4674,8ada5f5e56fffd124c27dde44c548cb9404ff5349e96016972e90653b9db5cc6
320-17-9329,A,CP1,25288069,Calabaza cacahuete cortada a trozos,1.71,9,2024-11-02 13:46:03,Tarjeta de credito,4674,5185-4310-6774-6593
320-17-9329,A,CP1,25288069,Ensaladilla de cangrejo Hacendado,1.7,10,2024-11-02 13:46:03,Tarjeta de credito,4674,5185-4310-6774-6593
525-39-5493,C,CP1,0,Corta callos Filarmonica,2.25,2,2024-11-03 20:13:52,Efectivo,7357,
525-39-5493,C,CP1,0,Ensaimada,0.66,4,2024-11-03 20:13:52,Efectivo,7357,
525-39-5493,C,CP1,0,Bol coloración cabello Deliplus,1.0,3,2024-11-03 20:13:52,Efectivo,7357,
525-39-5493,C,CP1,0,Spaghetti carbonara Hacendado,1.95,7,2024-11-03 20:13:52,Efectivo,7357,
128-94-5179,A,RM2,33670629,Limpiador baños desinfectante Bosque Verde,1.5,3,2023-05-04 19:45:57,Billetera Electronica,7357,aa9891a3a73e0dda9c0e6ef955d2425738a9d3ef9bfe91e85bcb7cad697635d6
981-21-2000,A,LD1,0,Barritas de galleta y caramelo bañadas de chocolate con leche,1.15,10,2024-02-01 12:15:26,Efectivo,7515,
657-58-4627,B,LD1,36499825,Wired Headphones,11.99,3,2023-04-03 19:59:00,Billetera Electronica,7300,1f620c548231fbabc8262420f93f12f07023b7e99477395b4ec4556173bc5c71
657-58-4627,B,LD1,36499825,Tofu firme Frias,2.3,8,2023-04-03 19:59:00,Billetera Electronica,7300,1f620c548231fbabc8262420f93f12f07023b7e99477395b4ec4556173bc5c71
657-58-4627,B,LD1,36499825,Eau de toilette mujer Fleur de Jour,7.0,6,2023-04-03 19:59:00,Billetera Electronica,7300,1f620c548231fbabc8262420f93f12f07023b7e99477395b4ec4556173bc5c71
483-48-8413,C,MD1,25645587,Obleas redondas Hacendado,1.99,5,2024-12-14 13:51:31,Tarjeta de credito,6216,5514-8817-6938-8426
158-41-6857,A,RM1,0,Tarta infantil Frozen congelada,11.0,1,2023-08-02 07:22:15,Tarjeta de credito,2810,4942-3399-5683-121
158-41-6857,A,RM1,0,Infusión Manzanilla con anís Hacendado,0.6,2,2023-08-02 07:22:15,Tarjeta de credito,2810,4942-3399-5683-121
158-41-6857,A,RM1,0,Tiras protectoras infantiles de plástico Minions Doctor San resistentes al agua,0.99,10,2023-08-02 07:22:15,Tarjeta de credito,2810,4942-3399-5683-121
158-41-6857,A,RM1,0,Pintalabios cremoso Deliplus 02,4.5,4,2023-08-02 07:22:15,Tarjeta de credito,2810,4942-3399-5683-121
158-41-6857,A,RM1,0,Refresco té con melocotón Hacendado para diluir,1.15,4,2023-08-02 07:22:15,Tarjeta de credito,2810,4942-3399-5683-121
344-85-9549,C,SJ2,0,Salsa picante Mc. Ilhenny Tabasco,2.59,8,2024-09-24 08:37:09,Tarjeta de credito,6216,5560-7123-1296-4986
344-85-9549,C,SJ2,0,Lote mujer Elección,10.5,5,2024-09-24 08:37:09,Tarjeta de credito,6216,5560-7123-1296-4986
344-85-9549,C,SJ2,0,Lubina abierta a la espalda con espinas y con cabeza,2.92,5,2024-09-24 08:37:09,Tarjeta de credito,6216,5560-7123-1296-4986
789-96-4409,B,SJ1,24089270,Snack perro corazones Compy,1.29,2,2024-07-13 06:13:33,Efectivo,6679,
396-80-7502,B,SJ1,36458387,Mousse de pato Hacendado,1.65,3,2024-05-30 07:35:39,Efectivo,5537,
396-80-7502,B,SJ1,36458387,Champú Color Intense Deliplus cabello teñido o con mechas,1.8,3,2024-05-30 07:35:39,Efectivo,5537,
396-80-7502,B,SJ1,36458387,Penne de trigo sarraceno Felicia,1.5,7,2024-05-30 07:35:39,Efectivo,5537,
396-80-7502,B,SJ1,36458387,Yogur natural Hacendado 0% materia grasa 0% sin azúcares,0.77,9,2024-05-30 07:35:39,Efectivo,5537,
713-86-5169,C,SJ2,0,Jabón de manos tiernos recuerdos Deliplus líquido,1.3,10,2023-04-24 08:13:36,Tarjeta de credito,6271,4745-7565-4249-791
713-86-5169,C,SJ2,0,Limpia muebles Bosque Verde,1.25,5,2023-04-24 08:13:36,Tarjeta de credito,6271,4745-7565-4249-791
764-80-5326,B,MD1,41648625,Burger de pollo rural gruesas,3.0,10,2023-09-24 15:20:05,Billetera Electronica,7357,18989c4e9685e60fca5b189e1cf59750eca1b396e27c83735f00ac27c7895c22
764-80-5326,B,MD1,41648625,Barra pan de agua rebanada,0.8,10,2023-09-24 15:20:05,Billetera Electronica,7357,18989c4e9685e60fca5b189e1cf59750eca1b396e27c83735f00ac27c7895c22
362-49-1118,A,LD1,0,Puré de patatas Maggi natural,2.5,1,2024-12-06 05:08:24,Tarjeta de credito,6314,4921-3169-7721-045
362-49-1118,A,LD1,0,Coloración permanente L'Oréal 9 rubio claro claro,7.95,6,2024-12-06 05:08:24,Tarjeta de credito,6314,4921-3169-7721-045
362-49-1118,A,LD1,0,Sombra de ojos perlada Deliplus 08,3.0,8,2024-12-06 05:08:24,Tarjeta de credito,6314,4921-3169-7721-045
508-20-7403,A,RM1,35113953,Apósitos para ampollas y rozaduras,2.5,3,2024-01-27 02:13:04,Billetera Electronica,6026,d14e9c5f02cf627189ca9198567657f89601e07bc0e93cf890f83ee6d2ef9979
146-71-3539,A,SJ1,22843945,Piña en su jugo Hacendado rodajas,1.5,10,2023-10-25 19:24:38,Tarjeta de credito,7300,4460-4612-8803-729
578-24-5817,B,MD2,0,Paleta sombras de ojos New Roses Deliplus,5.75,9,2023-03-13 00:28:25,Tarjeta de credito,6356,4998-9274-5865-244
578-24-5817,B,MD2,0,Acondicionador Liss Frizz Control Deliplus cabello rebelde,1.4,2,2023-03-13 00:28:25,Tarjeta de credito,6356,4998-9274-5865-244
578-24-5817,B,MD2,0,Mejillones en salsa de vieira Hacendado pequeños,1.15,4,2023-03-13 00:28:25,Tarjeta de credito,6356,4998-9274-5865-244
578-24-5817,B,MD2,0,Preparado de paella y sopa Hacendado ultracongelado,4.14,3,2023-03-13 00:28:25,Tarjeta de credito,6356,4998-9274-5865-244
595-78-2647,C,SJ1,32013885,Cañaílla,2.6,5,2025-01-08 08:38:43,Efectivo,2178,
344-90-2082,A,CP2,29370378,Lubina abierta en libro sin cabeza y sin espina,2.92,1,2024-05-10 20:10:34,Billetera Electronica,3048,b28b3dfa585b51466be8ea2c0eac1037893c40b366f8e1c8b6a6202b95dc13ab
344-90-2082,A,CP2,29370378,Café molido mezcla suave Hacendado,1.29,8,2024-05-10 20:10:34,Billetera Electronica,3048,b28b3dfa585b51466be8ea2c0eac1037893c40b366f8e1c8b6a6202b95dc13ab
713-18-2079,B,RM2,38942032,Queso rallado emmental gratinar Hacendado,1.15,5,2024-12-26 09:22:44,Billetera Electronica,4674,e6591c43ae9e0b3148d41210da15e11e1cf12a888d9556f94ee24dbed32e971f
713-18-2079,B,RM2,38942032,Sombra de ojos perlada Deliplus 16,3.0,4,2024-12-26 09:22:44,Billetera Electronica,4674,e6591c43ae9e0b3148d41210da15e11e1cf12a888d9556f94ee24dbed32e971f
713-18-2079,B,RM2,38942032,Vino blanco albariño D.O Rías Baixas Pazo de Orantes,3.55,9,2024-12-26 09:22:44,Billetera Electronica,4674,e6591c43ae9e0b3148d41210da15e11e1cf12a888d9556f94ee24dbed32e971f
713-18-2079,B,RM2,38942032,Pintalabios mate Deliplus 06,4.5,1,2024-12-26 09:22:44,Billetera Electronica,4674,e6591c43ae9e0b3148d41210da15e11e1cf12a888d9556f94ee24dbed32e971f
713-18-2079,B,RM2,38942032,Eau de toilette hombre Complicity,8.0,7,2024-12-26 09:22:44,Billetera Electronica,4674,e6591c43ae9e0b3148d41210da15e11e1cf12a888d9556f94ee24dbed32e971f
828-67-5672,C,RM1,0,Pañales bebé talla 2 de 4-8 kg Dodot,12.97,2,2024-04-05 09:18:23,Billetera Electronica,6326,f504ee2d4f1625ac566919e24e44ee4dee026837877fe711a12914b932d958b5
828-67-5672,C,RM1,0,Alas de pollo congeladas,2.55,9,2024-04-05 09:18:23,Billetera Electronica,6326,f504ee2d4f1625ac566919e24e44ee4dee026837877fe711a12914b932d958b5
828-67-5672,C,RM1,0,Medallones solomillo de vacuno a単ojo congelados,6.75,1,2024-04-05 09:18:23,Billetera Electronica,6326,f504ee2d4f1625ac566919e24e44ee4dee026837877fe711a12914b932d958b5
828-67-5672,C,RM1,0,Patata para micro,1.1,8,2024-04-05 09:18:23,Billetera Electronica,6326,f504ee2d4f1625ac566919e24e44ee4dee026837877fe711a12914b932d958b5
642-58-2194,A,CP1,20985696,Chocolate con leche Swiss almendra troceada y miel,1.1,3,2024-02-10 17:15:08,Billetera Electronica,9251,8ac05d93c2988c3cd480481d53ea914edf68647bd553234c17018681f996bade
528-29-7799,C,MD1,28920014,Caramelos blandos Hacendado,1.2,9,2023-05-20 23:46:04,Tarjeta de credito,1901,5526-1726-6628-2186
528-29-7799,C,MD1,28920014,Servilleta papel Bosque Verde,0.9,3,2023-05-20 23:46:04,Tarjeta de credito,1901,5526-1726-6628-2186
528-29-7799,C,MD1,28920014,Colgador WC azul perfume marino Bosque Verde,1.3,3,2023-05-20 23:46:04,Tarjeta de credito,1901,5526-1726-6628-2186
528-29-7799,C,MD1,28920014,Salsa fresca trufa Hacendado,1.5,2,2023-05-20 23:46:04,Tarjeta de credito,1901,5526-1726-6628-2186
598-50-9063,B,CP1,34681950,Cous cous mediano Bia,1.55,10,2024-05-13 08:01:19,Efectivo,7357,
598-50-9063,B,CP1,34681950,Bocaditos en gelatina gato júnior Delikuit con pollo y pavo,1.3,10,2024-05-13 08:01:19,Efectivo,7357,
374-29-3813,A,CP2,41597075,Leche corporal nutritiva Nivea piel seca,4.65,4,2024-04-29 00:26:13,Efectivo,6356,
954-89-1875,C,MD2,46604826,Paté olivada Hacendado,1.35,4,2023-05-11 21:56:53,Billetera Electronica,5950,ee0f8ff956798f7e2b91fce15214c890367e2f6d5aaf4c98f8f93f3b3a605c4a
954-89-1875,C,MD2,46604826,Café molido mezcla Hacendado Espresso,1.85,3,2023-05-11 21:56:53,Billetera Electronica,5950,ee0f8ff956798f7e2b91fce15214c890367e2f6d5aaf4c98f8f93f3b3a605c4a
725-83-7540,C,HA1,38468296,Desatascador goma Zeppilin,1.2,9,2024-07-22 19:59:31,Tarjeta de credito,6887,5165-8283-3821-0179
725-83-7540,C,HA1,38468296,Masa de hojaldre Hacendado ultracongelada,1.3,9,2024-07-22 19:59:31,Tarjeta de credito,6887,5165-8283-3821-0179
725-83-7540,C,HA1,38468296,Infusión Salvia Hacendado,1.1,9,2024-07-22 19:59:31,Tarjeta de credito,6887,5165-8283-3821-0179
725-83-7540,C,HA1,38468296,Langostino crudo y pelado Pescanova ultracongelado,3.25,3,2024-07-22 19:59:31,Tarjeta de credito,6887,5165-8283-3821-0179
572-12-5694,B,MD1,22662034,Almendra sin piel Hacendado,2.2,1,2023-06-18 19:40:15,Tarjeta de credito,9502,4375-5203-0448-700
572-12-5694,B,MD1,22662034,Almendras Hacendado chocolate negro,1.8,5,2023-06-18 19:40:15,Tarjeta de credito,9502,4375-5203-0448-700
572-12-5694,B,MD1,22662034,Champú Liss Frizz Control Deliplus cabello rebelde,1.8,1,2023-06-18 19:40:15,Tarjeta de credito,9502,4375-5203-0448-700
572-12-5694,B,MD1,22662034,Super cuquis La Llanura,1.15,4,2023-06-18 19:40:15,Tarjeta de credito,9502,4375-5203-0448-700
667-50-3709,A,CP1,0,Queso tierno Entrepinares más cremoso,2.47,1,2024-06-12 07:40:54,Billetera Electronica,1362,0b46e49a9c2cc2e7e92d3cfd6ed59e8fa5281a7e5e7502ceba8c7778f0fa3dbf
667-50-3709,A,CP1,0,Magdalenas integrales 0% azúcares añadidos Hacendado,1.45,8,2024-06-12 07:40:54,Billetera Electronica,1362,0b46e49a9c2cc2e7e92d3cfd6ed59e8fa5281a7e5e7502ceba8c7778f0fa3dbf
347-86-7939,B,MD1,43013661,Ensalada de pimientos del piquillo Cidacos,1.8,10,2024-11-13 07:29:23,Tarjeta de credito,6356,5117-0009-6543-4775
960-99-9713,A,CP2,33581338,Pañal junior braguita noche infantil Deliplus de 27-57 kg,9.9,9,2023-12-16 07:50:51,Efectivo,3617,
960-99-9713,A,CP2,33581338,"Crema facial día 24K Gold progress Deliplus protectora FPS 10 rostro, cuello y escote",5.0,6,2023-12-16 07:50:51,Efectivo,3617,
960-99-9713,A,CP2,33581338,Carrillada de cerdo,4.22,6,2023-12-16 07:50:51,Efectivo,3617,
948-94-2695,A,HA1,46534539,Queso curado Entrepinares cortado en cuñitas,3.29,3,2024-12-08 22:54:04,Efectivo,4940,
948-94-2695,A,HA1,46534539,Coloración permanente L'Oréal 4 castaño,7.95,9,2024-12-08 22:54:04,Efectivo,4940,
948-94-2695,A,HA1,46534539,Pinzas de plástico Bosque Verde gigantes,1.25,9,2024-12-08 22:54:04,Efectivo,4940,
948-94-2695,A,HA1,46534539,Estropajo suciedad resistente Bosque Verde,0.9,4,2024-12-08 22:54:04,Efectivo,4940,
948-94-2695,A,HA1,46534539,Comida gato adulto Supreme Compy con pollo y arroz,4.55,2,2024-12-08 22:54:04,Efectivo,4940,
125-38-2621,C,RM1,0,Aceite bronceador de coco Deliplus,4.1,10,2023-03-01 20:10:54,Efectivo,3048,
125-38-2621,C,RM1,0,Panecillo campeón del mundo,0.25,5,2023-03-01 20:10:54,Efectivo,3048,
125-38-2621,C,RM1,0,Barritas de cereales Hacendado con chocolate blanco,1.1,6,2023-03-01 20:10:54,Efectivo,3048,
125-38-2621,C,RM1,0,Vino tinto Don Simón,1.45,6,2023-03-01 20:10:54,Efectivo,3048,
125-38-2621,C,RM1,0,Chopped cerdo Hacendado lonchas,1.0,1,2023-03-01 20:10:54,Efectivo,3048,
316-74-3505,A,RM1,0,Chicle menta fresca gragea Hacendado,2.25,3,2024-10-08 12:17:03,Efectivo,9502,
862-12-1522,B,RM2,35386062,Kit minipiscinas,8.7,5,2023-12-07 15:35:03,Billetera Electronica,1722,57ae637f64ed0d515d5db6204d6ced991a1554399546962d3f3598ce22741267
862-12-1522,B,RM2,35386062,Harina para fritos Nurture,0.8,3,2023-12-07 15:35:03,Billetera Electronica,1722,57ae637f64ed0d515d5db6204d6ced991a1554399546962d3f3598ce22741267
862-12-1522,B,RM2,35386062,Edulcorante en pastillas aspartamo Hacendado,1.75,2,2023-12-07 15:35:03,Billetera Electronica,1722,57ae637f64ed0d515d5db6204d6ced991a1554399546962d3f3598ce22741267
862-12-1522,B,RM2,35386062,Laca de uñas alto brillo Deliplus 27 noche borgoña,2.5,1,2023-12-07 15:35:03,Billetera Electronica,1722,57ae637f64ed0d515d5db6204d6ced991a1554399546962d3f3598ce22741267
862-12-1522,B,RM2,35386062,Espárrago verde grueso,2.99,8,2023-12-07 15:35:03,Billetera Electronica,1722,57ae637f64ed0d515d5db6204d6ced991a1554399546962d3f3598ce22741267
366-80-4174,A,HA1,20985696,Queso Mascarpone Fabioli,32.0,2,2024-09-19 09:11:26,Billetera Electronica,6216,8167d551047c25e6169a8031e35e6b980b8dee4f3df6796318f22f116eddb9ea
366-80-4174,A,HA1,20985696,Mollejas de pollo,1.74,9,2024-09-19 09:11:26,Billetera Electronica,6216,8167d551047c25e6169a8031e35e6b980b8dee4f3df6796318f22f116eddb9ea
366-80-4174,A,HA1,20985696,Gel hidratante solar rostro y escote Delial FPS 50+,11.0,2,2024-09-19 09:11:26,Billetera Electronica,6216,8167d551047c25e6169a8031e35e6b980b8dee4f3df6796318f22f116eddb9ea
366-80-4174,A,HA1,20985696,Refresco Sunny Delight Florida sin gas,1.5,6,2024-09-19 09:11:26,Billetera Electronica,6216,8167d551047c25e6169a8031e35e6b980b8dee4f3df6796318f22f116eddb9ea
366-80-4174,A,HA1,20985696,Pollo churrasco,2.8,9,2024-09-19 09:11:26,Billetera Electronica,6216,8167d551047c25e6169a8031e35e6b980b8dee4f3df6796318f22f116eddb9ea
455-85-3733,B,CP2,0,Bimi,1.99,10,2024-07-30 21:41:50,Billetera Electronica,2895,b8e79562ba5d49a17692ef03f8d35cb5e5825f129e38a4e468c3727dfea99038
455-85-3733,B,CP2,0,Tarta red velvet Hacendado congelada,9.0,8,2024-07-30 21:41:50,Billetera Electronica,2895,b8e79562ba5d49a17692ef03f8d35cb5e5825f129e38a4e468c3727dfea99038
455-85-3733,B,CP2,0,Barra de pan,0.45,4,2024-07-30 21:41:50,Billetera Electronica,2895,b8e79562ba5d49a17692ef03f8d35cb5e5825f129e38a4e468c3727dfea99038
455-85-3733,B,CP2,0,Medio pollo rural,4.5,3,2024-07-30 21:41:50,Billetera Electronica,2895,b8e79562ba5d49a17692ef03f8d35cb5e5825f129e38a4e468c3727dfea99038
317-36-1858,A,RM1,46604826,Acelga en porciones Hacendado ultracongelada,0.75,10,2024-03-18 17:19:51,Tarjeta de credito,2644,4740-3233-3158-941
306-14-1899,C,SJ1,0,Zumo fresh maracuyá & chía Hacendado,2.75,8,2023-03-05 15:00:49,Billetera Electronica,3048,e4f32372df215452c1789a5f82aa3342c3a46d847916078c9e19e259cc66e262
306-14-1899,C,SJ1,0,Filetes de cerdo empanados,2.62,1,2023-03-05 15:00:49,Billetera Electronica,3048,e4f32372df215452c1789a5f82aa3342c3a46d847916078c9e19e259cc66e262
176-23-7679,B,CP1,42299822,Lote hombre Enciende,9.0,6,2024-02-08 07:00:38,Billetera Electronica,1417,50a5c0c168c6af5bc0f7bd8e3ea51f4e40d4f9fde485e8cbe88b01c7b285f596
305-32-7017,B,CP2,32013885,Paleta sombras de ojos perladas Deliplus My Soul,4.5,6,2023-05-30 22:07:09,Tarjeta de credito,3831,4373-1355-5989-987
621-19-4454,A,SJ1,0,Galletas María Hacendado,0.95,1,2024-11-14 17:09:59,Tarjeta de credito,7515,5503-5493-1498-6962
916-65-4580,A,SJ2,0,Empanada rellena de pollo y setas con crema de queso,3.5,6,2024-08-29 08:39:57,Tarjeta de credito,9251,4508-3158-0437-527
150-14-1215,C,RM2,35672485,Requesón Montesinos,1.0,10,2023-09-24 09:30:13,Efectivo,1901,
758-13-4304,B,SJ1,32096342,AAA Batteries (4-pack),2.99,8,2024-06-06 20:18:32,Tarjeta de credito,4148,5583-0897-1029-3931
758-13-4304,B,SJ1,32096342,Maquillaje compacto Deliplus 04,6.0,7,2024-06-06 20:18:32,Tarjeta de credito,4148,5583-0897-1029-3931
348-40-5171,C,SJ1,46988567,Jabón de manos kids Deliplus líquido,1.3,5,2023-07-31 05:05:35,Tarjeta de credito,5127,4654-5507-4322-956
348-40-5171,C,SJ1,46988567,Tocino de cielo Hacendado,1.08,8,2023-07-31 05:05:35,Tarjeta de credito,5127,4654-5507-4322-956
260-95-2764,C,SJ2,22476655,Agua de colonia bebé Nenuco,2.45,1,2023-06-05 03:16:52,Billetera Electronica,4142,321b0a7921143ad173b29009fd5352371bd3fdf9bbdbdb820ed1bdac8321fefa
260-95-2764,C,SJ2,22476655,Pacharán Gure,7.25,8,2023-06-05 03:16:52,Billetera Electronica,4142,321b0a7921143ad173b29009fd5352371bd3fdf9bbdbdb820ed1bdac8321fefa
260-95-2764,C,SJ2,22476655,Compresa con alas super Evax cotton like,3.5,9,2023-06-05 03:16:52,Billetera Electronica,4142,321b0a7921143ad173b29009fd5352371bd3fdf9bbdbdb820ed1bdac8321fefa
260-95-2764,C,SJ2,22476655,Limpiador de ollas y cacerolas Bosque Verde,1.5,6,2023-06-05 03:16:52,Billetera Electronica,4142,321b0a7921143ad173b29009fd5352371bd3fdf9bbdbdb820ed1bdac8321fefa
260-95-2764,C,SJ2,22476655,Collar anti-insectos para gato Krislin,1.96,8,2023-06-05 03:16:52,Billetera Electronica,4142,321b0a7921143ad173b29009fd5352371bd3fdf9bbdbdb820ed1bdac8321fefa
978-55-5847,C,SJ2,33513975,Café en grano torrefacto Hacendado,3.2,8,2024-01-22 12:12:27,Efectivo,6326,
978-55-5847,C,SJ2,33513975,Eliminador de turbidez en saquitos para piscina,1.9,7,2024-01-22 12:12:27,Efectivo,6326,
978-55-5847,C,SJ2,33513975,Eau de toilette hombre Misty Wood Esencia vital,3.8,4,2024-01-22 12:12:27,Efectivo,6326,
829-50-9988,B,MD2,46610247,Macarrones boloñesa Hacendado,2.15,6,2023-10-23 15:25:12,Tarjeta de credito,9443,5520-4676-0969-4509
963-60-1686,B,SJ2,0,Discos ovalados Deliplus,1.7,4,2024-06-17 21:08:32,Efectivo,4085,
963-60-1686,B,SJ2,0,Gnocchi frescos al pesto Hacendado,1.75,7,2024-06-17 21:08:32,Efectivo,4085,
963-60-1686,B,SJ2,0,Chocolate blanco Hacendado fundir,1.3,3,2024-06-17 21:08:32,Efectivo,4085,
963-60-1686,B,SJ2,0,Sazonador al horno y microondas pollo al ajo y limón Hacendado,0.95,5,2024-06-17 21:08:32,Efectivo,4085,
963-60-1686,B,SJ2,0,Postre lácteo infantil de plátano Yogolino +6 meses,2.25,9,2024-06-17 21:08:32,Efectivo,4085,
708-15-6451,C,MD1,33670629,Difusor ambientador automático Bosque Verde,2.95,4,2024-06-18 05:50:29,Efectivo,2810,
577-23-6424,B,SJ1,0,Ensalada California,2.19,3,2023-03-20 21:48:19,Billetera Electronica,4148,97cc8a2b60212fec625d7edb9d4917915362236ef7b625ca7f3eb3c7b34be522
577-23-6424,B,SJ1,0,Crackers con sal Galbusera,1.78,9,2023-03-20 21:48:19,Billetera Electronica,4148,97cc8a2b60212fec625d7edb9d4917915362236ef7b625ca7f3eb3c7b34be522
154-17-8825,C,CP2,33857750,Manteca corporal mineral Deliplus Mar Muerto,3.8,2,2023-07-27 13:59:28,Billetera Electronica,6319,e0f399c65b35cb7e3a72a4426564703c9ec698c0fafd56c1f2f409568b338ddc
195-45-9131,C,MD1,31197190,Haba fina Hacendado ultracongelada,1.1,6,2025-02-16 23:20:42,Tarjeta de credito,2895,5184-2389-8531-1277
195-45-9131,C,MD1,31197190,"Trozos en salsa perro adulto Delikuit con cordero, pollo y verduras",0.75,1,2025-02-16 23:20:42,Tarjeta de credito,2895,5184-2389-8531-1277
195-45-9131,C,MD1,31197190,Body spray azul de agua Deliplus,2.5,9,2025-02-16 23:20:42,Tarjeta de credito,2895,5184-2389-8531-1277
212-69-1325,C,RM2,36499825,Aceitunas manzanilla Hacendado sin hueso,1.6,4,2024-06-16 04:50:01,Billetera Electronica,1693,8ceb515eac74c08cf65cfa1389d1cade95844493e85f549b2372f067b5f34237
212-69-1325,C,RM2,36499825,Compresa de incontinencia Tena masculina,4.65,8,2024-06-16 04:50:01,Billetera Electronica,1693,8ceb515eac74c08cf65cfa1389d1cade95844493e85f549b2372f067b5f34237
560-52-4569,B,MD1,0,27in 4K Gaming Monitor,389.99,9,2024-12-12 08:38:03,Tarjeta de credito,3617,5156-1870-3334-3160
560-52-4569,B,MD1,0,Prebase párpados Deliplus,4.2,5,2024-12-12 08:38:03,Tarjeta de credito,3617,5156-1870-3334-3160
